Status	CodigoSAP	Conta	CUP	Negocio	OrganizacaoVendas	ListaPrecoCodigo	ListaPrecoNome	DataFixacaoPreco	GrupoPreco	CondicaoPagamento	CodigoCondicaoPagamento	CodigoProduto	StatusVenda	M2PorCx	ClasseUso	CoefAtrito	Origem	Diferenciais	Produto	QtdePallet	Espessura	Hierarquia1	Hierarquia2	Hierarquia3	CodigoBarras	NCM	CEST	PesoBruto	PesoLiquido	UnidadeMedidaPeso	Moeda	PercentualAcrescimo	PercentualAVP	ValorAVP	PercentualMVA	ValorLista	ValorPis	PercentualPis	ValorCofins	PercentualCofins	ValorICMS	PercentualICMS	ValorIPI	PercentualIPI	ValorICMSST	ValorLiquido	ValorMercadoriaVista	ValorMercadoriaPrazo	ValorDaNF	QtdeMultiplaPorEmbalagem	PercentualDescontos	PercentualIcmsDestino	ValorIcmsDestino	ValorIB3S	ValorCBS3
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.23060.17	DECA MIX GERAL						CUBA SOBREPOR RETANGULAR 60cm BRANCO	0		Deca - Peca Grande	Luxo	Cuba Slim	'7894202012830	6910.90.00		12,918	12,918	KG	BRL	0	0,88	4,82	0	576,25	10,18	1,65	46,9	7,6	84,15	12	0	0	0	581,07	695,11	701,28	701,28	1	0	23	2,3	0,56	5,04
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'TP.101.95	DECA MIX GERAL						TAMPA TOPO P/CAIXA ACOPLADA CD01-EBANO	0		Deca - Peca Pequena	Pecas de Reposição	Tampas Cx. Médio	'7894200720096	6910.90.00		2,238	2,238	KG	BRL	0	0,88	0,28	0	31,44	0,58	1,65	2,69	7,6	4,83	12	0	0	0	31,72	39,93	40,28	40,28	1	0	23	2,3	0,03	0,29
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'TP.00.51	DECA MIX GERAL						TAMPA P/CAIXA ACOPLADA CD00-AZUL	0		Deca - Peca Pequena	Pecas de Reposição	Tampas Cx. Competitivo	'7894200775003	6910.90.00		2,182	2,182	KG	BRL	0	0,88	0,6	0	68,45	1,27	1,65	5,86	7,6	10,52	12	0	0	0	69,05	86,91	87,68	87,68	1	0	23	2,3	0,07	0,63
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'A.680.17							CABIDE-BRANCO	0		Deca - Peca Pequena	Pecas de Reposição	Peca Reposição	'7894200710578	6912.00.00		0,399	0,377	KG	BRL	0	0,88	0,16	0	18,56	0,35	1,65	1,59	7,6	2,85	12	1,55	6,5	0	18,72	23,56	23,77	25,32	1	0	23	2,3	0,02	0,17
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.32E.17							ASSENTO POLIEST DREAM-BRANCO/CR-DURATREE	0		Deca - Peca Pequena	Luxo	Assento Poliéster Luxo	'7894200795544	3922.20.00		5	4,5	KG	BRL	0	0,88	2,45	0	309,13	5,18	1,65	23,84	7,6	42,77	12	0	0	0	311,58	353,27	356,41	356,41	5	0	23	2,3	0,28	2,56
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.416.94	DECA MIX GERAL						ASS TERM SLOW POLO/UNIC/AXIS- EB FSC	0		Deca - Peca Pequena	Médio	Assento Termofixo Médio	'7894202013509	3922.20.00		1,5	1,5	KG	BRL	0	0,88	1,73	0	218,65	3,62	1,65	16,7	7,6	9,15	4	0	0	0	220,38	226,82	228,83	228,83	0	0	23	2,3	0,2	1,79
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LM.10A.17							LAVATORIO MED BELIZE-A-BRANCO	0		Deca - Peca Grande	Competitivo	Belize	'7894200784401	6910.90.00		8,496	8,496	KG	BRL	0	0,88	0,56	0	64,04	1,19	1,65	5,49	7,6	9,84	12	0	0	0	64,6	81,31	82,03	82,03	1	0	23	2,3	0,07	0,59
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LX.101.17	DECA MIX GERAL						LAV CANTO 300X300X 410MM IZY-BRANCO	0		Deca - Peca Grande	Competitivo	Lavatório/Coluna Univ.Competitivo	'7894202008826	6910.90.00		5,504	5,504	KG	BRL	0	0,88	0,44	0	55,56	0,93	1,65	4,28	7,6	7,69	12	0	0	0	56	63,49	64,05	64,05	1	0	23	2,3	0,05	0,46
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.88F.17	DECA MIX GERAL						CAIXA ACOPLADA LK TOTAL CLEAN - BRANCO	0		Deca - Peca Grande	Luxo	LK Total Clean	'7894202003753	6910.90.00		15,523	14,777	KG	BRL	0	0,88	4,23	0	480,2	8,85	1,65	40,74	7,6	22,34	4	0	0	0	484,43	553,51	558,42	558,42	1	0	23	2,3	0,49	4,38
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'SP.121.BL.MT							PARAFUSO FIX LAT BACIA LUXO/MEDIO -BL MT	0		Deca - Peca Pequena	Outros PP	Produtos Complementares	'7894200730491	7318.15.00		0,1	0,06	KG	BRL	0	0,88	0,27	0	30,56	0,57	1,65	2,62	7,6	4,7	12	2,54	6,5	0	30,83	38,81	39,15	41,69	1	0	23	2,3	0,03	0,28
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'TP.17.95	DECA MIX GERAL						TAMPA P/CAIXA ACOPL WINDSOR-EBANO	0		Deca - Peca Pequena	Pecas de Reposição	Tampas Cx. Luxo	'7894200791997	6910.90.00		3,809	3,809	KG	BRL	0	0,88	1,32	0	150,48	2,8	1,65	12,89	7,6	23,13	12	0	0	0	151,8	191,06	192,76	192,76	1	0	23	2,3	0,15	1,39
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LC.28.17	DECA MIX GERAL						CB QUAD APOIO C/MESA  E COLUNA-BR	0		Deca - Peca Grande	Luxo	Cubas de Apoio Luxo	'7894200747529	6910.90.00		48,297	46,658	KG	BRL	0	0,88	46,49	0	5560,73	98,26	1,65	452,59	7,6	812,07	12	0	0	0	5607,22	6707,66	6767,21	6767,21	1	0	23	2,3	5,4	48,64
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.65.37	DECA MIX GERAL						CUBA SOBR UNIV OVAL 440X310MM-CREME	0		Deca - Peca Grande	Competitivo	Cubas de Sobrepor Competitivo	'7894200767107	6910.90.00		4,298	4,298	KG	BRL	0	0,88	1,04	0	124,2	2,19	1,65	10,11	7,6	18,14	12	0	0	0	125,24	149,82	151,15	151,15	1	0	23	2,3	0,12	1,09
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'A.480.23							PAP C/ROLETE PLAST 150X150MM-CARAMELO	0		Deca - Peca Pequena	Pecas de Reposição	Peca Reposição	'7894200710547	6912.00.00		1,104	1,068	KG	BRL	0	0,88	0,06	0	6,32	0,12	1,65	0,54	7,6	0,97	12	0,53	6,5	0	6,38	8,03	8,1	8,63	1	0	23	2,3	0,01	0,06
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'B.34.17	DECA MIX GERAL						BIDE COM 3 FUROS LIVING - BR	0		Deca - Peca Grande	Médio	Deca Living	'7894202000615	6910.90.00		28,638	28,638	KG	BRL	0	0,88	5,23	0	659,82	11,05	1,65	50,88	7,6	91,29	12	0	0	0	665,05	754,03	760,72	760,72	1	0	23	2,3	0,61	5,47
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.11030.17	DECA MIX GERAL						CUBA QUADRADA DE APOIO 30 CM - BRANCO	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202010690	6910.90.00		7,591	7,161	KG	BRL	0	0,88	1,63	0	195,33	3,45	1,65	15,9	7,6	28,52	12	0	0	0	196,96	235,61	237,7	237,7	1	0	23	2,3	0,19	1,71
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.808.51							BACIA P/CAIXA ACOPL MONTE CARLO-AZUL	0		Deca - Peca Grande	Médio	Monte Carlo	'7894200711551	6910.90.00		25,514	25,514	KG	BRL	0	0,88	2,14	0	270,68	4,53	1,65	20,87	7,6	37,45	12	0	0	0	272,82	309,31	312,06	312,06	1	0	23	2,3	0,25	2,24
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.34.95	DECA MIX GERAL						BACIA CONVENC LIVING - EB	0		Deca - Peca Grande	Médio	Deca Living	'7894200751182	6910.90.00		29,86	29,86	KG	BRL	0	0,88	3,9	0	492,87	8,25	1,65	38	7,6	68,19	12	0	0	0	496,77	563,23	568,23	568,23	1	0	23	2,3	0,45	4,08
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.73.17	DECA MIX GERAL						CUBA APOIO QUADR C/MESA 410MM-BRANCO NW	0		Deca - Peca Grande	Médio	Cubas de Apoio Médio	'7894200764410	6910.90.00		15,163	14,558	KG	BRL	0	0,88	3,02	0	380,95	6,38	1,65	29,37	7,6	52,7	12	0	0	0	383,97	435,34	439,2	439,2	1	0	23	2,3	0,35	3,16
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'BC.50A.23							BACIA CONVENC JADE-A CARAMELO	0		Deca - Peca Grande	Competitivo	Jade	'7894200798538	6910.90.00		13,583	13,583	KG	BRL	0	0,88	0,83	0	94,86	1,76	1,65	8,13	7,6	14,58	12	0	0	0	95,69	120,44	121,51	121,51	1	0	23	2,3	0,1	0,87
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.60.22	DECA MIX GERAL						BACIA CONVENC CARRARA-MARROM FSC	0		Deca - Peca Grande	Luxo	Carrara	'7894200708384	6910.90.00		33,723	32,64	KG	BRL	0	0,88	8,73	0	1102,6	18,46	1,65	85,02	7,6	152,54	12	0	0	0	1111,33	1260,01	1271,2	1271,2	1	0	23	2,3	1,02	9,14
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.00.17							CX AC FAST/SPOT/RAV/ASPEN/IZY-BRANCO	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894200774488	6910.90.00		16,316	15,816	KG	BRL	0	0,88	0,84	0	95,34	1,77	1,65	8,17	7,6	14,66	12	0	0	0	96,18	121,06	122,13	122,13	1	0	23	2,3	0,1	0,88
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.41.17	DECA MIX GERAL						CUBA EMBUTIR UNIV REDONDA 360MM-BRANCO	0		Deca - Peca Grande	Competitivo	Cubas de Embutir Competitivo	'7894200709206	6910.90.00		3,815	3,815	KG	BRL	0	0,88	0,4	0	48,41	0,86	1,65	3,94	7,6	7,07	12	0	0	0	48,81	58,39	58,91	58,91	1	0	23	2,3	0,05	0,42
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'A.300D.17	DECA MIX GERAL						PAPELEIRA DIREITA J ALMEIDA - BR	0		Deca - Peca Grande	Luxo	Jader Almeida	'7894202002121	6912.00.00		2,103	1,974	KG	BRL	0	0,88	3,19	0	402,46	6,74	1,65	31,03	7,6	55,68	12	30,16	6,5	0	405,65	459,92	464	494,16	1	0	23	2,3	0,37	3,33
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CS.1.37	DECA MIX GERAL						COLUNA SUSPENSA P/LAV UNIV MEDIO-CREME	0		Deca - Peca Grande	Médio	Coluna Univ. Médio	'7894200718598	6910.90.00		7,83	7,83	KG	BRL	0	0,88	1,55	0	195,88	3,28	1,65	15,1	7,6	27,1	12	0	0	0	197,43	223,84	225,83	225,83	1	0	23	2,3	0,18	1,62
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'PI.106.17	DECA MIX GERAL						BACIA P/CXA ACOPLADA STUDIO KIDS-BRANCO	0		Deca - Peca Grande	Médio	Studio Kids	'7894200706540	6910.90.00		14,456	14,456	KG	BRL	0	0,88	3,32	0	419,05	7,01	1,65	32,31	7,6	57,97	12	0	0	0	422,37	478,87	483,12	483,12	1	0	23	2,3	0,39	3,47
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'A.586.87							PORTA TOALHA C/BASTAO PLASTICO-CINZA	0		Deca - Peca Pequena	Pecas de Reposição	Peca Reposição	'7894200713319	6912.00.00		0,697	0,662	KG	BRL	0	0,88	0,06	0	7,31	0,14	1,65	0,63	7,6	1,12	12	0,61	6,5	0	7,37	9,28	9,36	9,97	1	0	23	2,3	0,01	0,07
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.116D.95	DECA MIX GERAL						CB RET MULTI-USO C/DECK LDIREITO-EBANO	0		Deca - Peca Grande	Luxo	Cubas Suspensas Luxo	'7894200778448	6910.90.00		38,976	37,506	KG	BRL	0	0,88	23,46	0	2806,36	49,59	1,65	228,41	7,6	409,83	12	0	0	0	2829,82	3385,19	3415,24	3415,24	1	0	23	2,3	2,73	24,55
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'B.34.95	DECA MIX GERAL						BIDE COM 3 FUROS LIVING - EB	0		Deca - Peca Grande	Médio	Deca Living	'7894200751250	6910.90.00		28,638	28,638	KG	BRL	0	0,88	5,37	0	678	11,35	1,65	52,28	7,6	93,8	12	0	0	0	683,37	774,8	781,68	781,68	1	0	23	2,3	0,62	5,62
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.11F.37	DECA MIX GERAL						CAIXA ACOPL CARR/NUOVA C/DUALFLUX-CREME	0		Deca - Peca Grande	Luxo	Cx. Acoplada Univ. Luxo	'7894200779810	6910.90.00		15,453	14,788	KG	BRL	0	0,88	3,49	0	440,48	7,37	1,65	33,96	7,6	60,94	12	0	0	0	443,97	503,36	507,83	507,83	1	0	23	2,3	0,41	3,65
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.230.22	DECA MIX GERAL						BACIA P/CAIXA ACOPL LK-MARROM FSC	0		Deca - Peca Grande	Luxo	LK	'7894200798156	6910.90.00		37,714	36,414	KG	BRL	0	0,88	12,88	0	1626,55	27,23	1,65	125,42	7,6	225,03	12	0	0	0	1639,43	1858,76	1875,26	1875,26	1	0	23	2,3	1,5	13,48
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'C.1.17	DECA MIX GERAL						COLUNA P/LAVAT UNIV MEDIO-BRANCO	0		Deca - Peca Grande	Médio	Coluna Univ. Médio	'7894200716983	6910.90.00		8,839	8,839	KG	BRL	0	0,88	2,01	0	253,95	4,25	1,65	19,58	7,6	35,13	12	0	0	0	255,96	290,19	292,77	292,77	1	0	23	2,3	0,23	2,1
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LM.50A.37	DECA MIX GERAL						LAVATORIO MED JADE-A-CREME	0		Deca - Peca Grande	Competitivo	Jade	'7894200798668	6910.90.00		8,733	8,733	KG	BRL	0	0,88	0,5	0	56,57	1,05	1,65	4,85	7,6	8,7	12	0	0	0	57,07	71,83	72,47	72,47	1	0	23	2,3	0,06	0,52
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.05.IF.BR.17	DECA MIX GERAL						CX ACOPL IF MONOCRO IZY/RAV/ASP/FLEX-BR	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894200574309	6910.90.00		11,457	11,455	KG	BRL	0	0,88	1,36	0	154,08	2,87	1,65	13,2	7,6	23,69	12	0	0	0	155,44	195,64	197,38	197,38	1	0	23	2,3	0,16	1,42
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.1050.86	DECA MIX GERAL						CUBA SOBREP REDONDA 400MM- CZ FSC    	0		Deca - Peca Grande	Médio	Cubas de Sobrepor Médio	'7894200744443	6910.90.00		7,945	7,115	KG	BRL	0	0,88	4,68	0	559,91	9,89	1,65	45,57	7,6	81,77	12	0	0	0	564,59	675,38	681,38	681,38	1	0	23	2,3	0,54	4,9
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'KP.8710.17	DECA MIX GERAL						KIT BACIA CONVEN VERTIS TOTAL CLEAN-BR	0		Deca - Peca Grande	Médio	Vertis Total Clean	'7894202003630	6910.10.00		25,369	24,276	KG	BRL	0	0,88	6,66	0	757,06	13,95	1,65	64,23	7,6	35,21	4	0	0	0	763,72	872,62	880,37	880,37	1	0	23	2,3	0,77	6,9
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.606.94	DECA MIX GERAL						BACIA P/CAIXA ACOPL CARRARA-EBANO FSC	0		Deca - Peca Grande	Luxo	Carrara	'7894200708407	6910.90.00		38,037	36,572	KG	BRL	0	0,88	9,83	0	1241,39	20,78	1,65	95,72	7,6	171,75	12	0	0	0	1251,22	1418,62	1431,21	1431,21	1	0	23	2,3	1,14	10,29
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.00.51	DECA MIX GERAL						CX ACOPL FAST/SPOT/RAVENA/ASPEN/IZY-AZUL	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894200775034	6910.90.00		16,316	15,816	KG	BRL	0	0,88	0,88	0	99,92	1,86	1,65	8,56	7,6	15,36	12	0	0	0	100,8	126,87	128	128	1	0	23	2,3	0,1	0,92
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.22030.49	DECA MIX GERAL						CUBA SOBREPOR REDONDA 30cm SALVIA	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202012748	6910.90.00		5,457	5,027	KG	BRL	0	0,88	3,18	0	380,95	6,73	1,65	31	7,6	55,63	12	0	0	0	384,13	459,51	463,59	463,59	1	0	23	2,3	0,37	3,33
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.237.BR.17	DECA MIX GERAL						ASSENTO POLIÉSTER MONOCROMÁTICO LK/ CARR	0		Deca - Peca Pequena	Luxo	Assento Poliéster Luxo	'7894202001841	3922.20.00		4,4	4,4	KG	BRL	0	0,88	5	0	631,79	10,58	1,65	48,71	7,6	87,41	12	0	0	0	636,79	721,98	728,39	728,39	5	0	23	2,3	0,58	5,24
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.11040.M.22	DECA MIX GERAL						CUBA QUADRAD APOIO C MESA 40CM-MARROM FC	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202010621	6910.90.00		11,785	11,785	KG	BRL	0	0,88	3,34	0	400	7,07	1,65	32,56	7,6	58,41	12	0	0	0	403,34	482,5	486,78	486,78	1	0	23	2,3	0,39	3,5
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.21030.17	DECA MIX GERAL						CUBA SOBREPOR QUADRADA 30cm BRANCO	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202012564	6910.90.00		6,47	6,04	KG	BRL	0	0,88	2,65	0	317,45	5,61	1,65	25,84	7,6	46,36	12	0	0	0	320,1	382,92	386,32	386,32	1	0	23	2,3	0,31	2,78
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.10AF.37	DECA MIX GERAL						CAIXA ACOPL C/TAMPA BELIZE-A-DUO CREME	0		Deca - Peca Grande	Competitivo	Belize	'7894200753131	6910.90.00		11,522	11,416	KG	BRL	0	0,88	1,03	0	116,53	2,17	1,65	9,98	7,6	17,91	12	0	0	0	117,56	147,97	149,28	149,28	1	0	23	2,3	0,12	1,07
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.1070.17	DECA MIX GERAL						CUBA SOBREPOR RETANG 590X305MM-BRANCO NW	0		Deca - Peca Grande	Luxo	Cuibas de Sobrepor Luxo	'7894200773818	6910.90.00		11,74	11,125	KG	BRL	0	0,88	5,83	0	697,75	12,33	1,65	56,79	7,6	101,9	12	0	0	0	703,58	841,66	849,13	849,13	1	0	23	2,3	0,68	6,1
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.11040.VO.17	DECA MIX GERAL						CUBA QUADR APO C VÁLV OCU 40CM-BRANCA	0		Deca - Peca Grande	Luxo	Cuba Slim	'7894202010652	6910.90.00		10,906	10,903	KG	BRL	0	0,88	3,61	0	432,17	7,64	1,65	35,17	7,6	63,11	12	0	0	0	435,78	521,3	525,93	525,93	1	0	23	2,3	0,42	3,78
